实体ID,实体名称,实体类型
4380,糖尿病肾脏病变,病症
4381,双侧晶状体置换术后,病症
4382,骨囊肿,病症
4383,甲状腺结节切除后,病症
4384,右肾高密度囊肿,病症
4385,结肠癌术后,病症
4386,左肺结节,病症
4387,银屑病,病症
4388,左侧颈动脉内膜增厚,病症
4389,幽门管口溃疡（愈合期）,病症
4390,左侧输卵管结扎术后,病症
4391,甲状旁腺占位,病症
4392,高血压Ⅲ级（极高危组）,病症
4393,左眼白内障术后,病症
4394,冠状动脉支架植入后状态,病症
4395,双眼晶体置换术后,病症
4396,双侧鼻息肉切除术+鼻窦开放术后,病症
4397,多发性肠息肉,病症
4398,左乳房肿块,病症
4399,甲状腺右叶乳头状癌：Ⅲ（T1，N1a，cMo）,病症
4400,慢性肾脏病2期,病症
4401,双侧乳腺结构不良（小叶增生）,病症
4402,甲状腺结节（穿刺病理示良性病变）,病症
4403,右乳腺小叶增生,病症
4404,颈动脉支架植入术后,病症
4405,鼓膜穿孔,病症
4406,陈旧性脑干梗死,病症
4407,肺部感染,病症
4408,高血压病（1级，高危）,病症
4409,脾脏增大症,病症
4410,右肩胛骨骨折内固定术后,病症
4411,肝转移性胰高血糖素瘤,病症
4412,机械性紫癜（眼眶）,病症
4413,声带水肿,病症
4414,脾脏轻度肿大,病症
4415,1度房室传导阻滞,病症
4416,垂体瘤术后,病症
4417,前列腺增生伴结节,病症
4418,双肾结石,病症
4419,三尖瓣轻度反流,病症
4420,肝右叶部分切除术后,病症
4421,小肠部分切除术后状态,病症
4422,颈椎退行性变,病症
4423,精神分裂症,病症
4424,肝脏多发占位（HCC可能）,病症
4425,主动脉支架植入术后,病症
4426,脑梗塞后遗症期,病症
4427,冠状动脉旁路移植术后,病症
4428,右肺及左肺叶间裂处多发小结节,病症
4429,子宫切除术后状态,病症
4430,腰椎间盘突出症术后,病症
4431,右侧枕叶蛛网膜小囊肿,病症
4432,双侧乳腺结节,病症
4433,高血压病1级（极高危组）,病症
4434,胆囊炎伴胆囊结石,病症
4435,食管乳头状瘤？,病症
4436,结肠多发息肉（已夹除）,病症
4437,颈内动脉粥样硬化症,病症
4438,脑梗塞,病症
4439,脊柱轻度侧弯,病症
4440,右肾萎缩伴多发点状钙化灶,病症
4441,脉络膜囊肿,病症
4442,右侧中耳炎,病症
4443,胃部复合性溃疡,病症
4444,左侧附件包块,病症
4445,左髋关节置换术后,病症
4446,两肺门多发钙化灶,病症
4447,药物性肝炎,病症
4448,胰腺体部囊性灶,病症
4449,右甲状腺囊性占位,病症
4450,复杂性尿路感染,病症
4451,右下肢骨折,病症
4452,右侧腮腺囊肿切除术后,病症
4453,蝶窦炎症,病症
4454,肝脏血管瘤可能,病症
4455,脂肪瘤切除术,病症
4456,冠心病 冠脉支架植入术后,病症
4457,右侧卵巢囊性占位,病症
4458,腰椎退变 腰椎间盘变性,病症
4459,结节病?,病症
4460,左侧椎动脉球囊扩张支架置入术后,病症
4461,右输尿管结石伴右肾积水,病症
4462,髌骨骨折固定术后,病症
4463,帕金森叠加综合征,病症
4464,周围性面瘫,病症
4465,窦性停搏,病症
4466,颈动脉、双下肢动脉粥样硬化症,病症
4467,高血压病1级（高危）,病症
4468,白细胞降低,病症
4469,高血压病（1级，极高危）,病症
4470,三尖瓣关闭不全,病症
4471,左肾占位,病症
4472,甲状腺左叶结节,病症
4473,左眼视网膜剥离术后,病症
4474,右膝关节置换术后,病症
4475,椎间盘变性,病症
4476,左侧髋关节积液,病症
4477,腔隙型脑梗死,病症
4478,右侧枕大池蛛网膜囊肿,病症
4479,糖尿病视网膜病变I期,病症
4480,心律失常：室性早搏,病症
4481,甲状腺囊肿,病症
4482,胃多发性息肉,病症
4483,高血压病2级  极高危组,病症
4484,牙髓炎,病症
4485,两侧筛窦炎症,病症
4486,肝占位性病变,病症
4487,双肺陈旧性病灶,病症
4488,脾脏肿大,病症
4489,右膝半月板损伤,病症
4490,甲状腺次全切除术后,病症
4491,颈椎间盘突出伴椎管狭窄,病症
4492,结肠黑病变,病症
4493,胰腺导管内乳头状粘性肿瘤？,病症
4494,右侧中耳乳突炎,病症
4495,腹主动脉瘤腔内修复术后,病症
4496,秃发性毛囊炎,病症
4497,高血压病（3级  极高危组）,病症
4498,两侧胸膜增厚,病症
4499,L4/S1椎间盘突出,病症
4500,左肺上叶局限性肺气肿,病症
4501,神经性呕吐,病症
4502,慢性肾功能不全（CKD3期）,病症
4503,右侧乳癌全切术后,病症
4504,暴发性1型糖尿病,病症
4505,胰高血糖素瘤,病症
4506,双侧肾上腺近结合部结节,病症
4507,颈动脉粥样硬化（双侧斑块）,病症
4508,胆囊内结石,病症
4509,颈椎退变伴椎间盘突出,病症
4510,左腘窝囊肿切除术后,病症
4511,肝功能损害,病症
4512,双肺小结节,病症
4513,右眼牵拉性视网膜脱落,病症
4514,右肺钙化灶及少量结节,病症
4515,颈动脉内膜增厚伴斑块,病症
4516,右侧放射冠区软化灶,病症
4517,双侧上颌窦炎,病症
4518,扁桃体切除术后,病症
4519,左肺上叶后段局部支气管内软组织影伴钙化,病症
4520,左侧腮腺混合瘤切除术后,病症
4521,肾结石取石术后,病症
4522,部分性垂体前叶功能减退症（甲状腺轴、性腺轴）,病症
4523,糖尿病周围神经病变,病症
4524,脾脏囊肿,病症
4525,脑膜瘤,病症
4526,肝脓肿术后,病症
4527,左侧颈动脉粥样硬化症,病症
4528,左侧肾上腺内侧支占位,病症
4529,高血压2级（极高危组）,病症
4530,抗利尿激素分泌不适当综合征,病症
4531,右股骨囊肿,病症
4532,左下腹皮肤软组织感染,病症
4533,C2-7椎间盘突出,病症
4534,双侧多囊卵巢,病症
4535,两肺上叶钙化灶,病症
4536,右侧筛窦炎,病症
4537,冠脉支架植入式后,病症
4538,双侧乳腺小叶增生,病症
4539,高血压2级（很高危）,病症
4540,肝内钙化灶,病症
4541,半月板变性,病症
4542,中度贫血,病症
4543,甲状腺结节（乳头样癌可能）,病症
4544,腰椎退变伴腰椎间盘膨出,病症
4545,窦性心动过缓伴心律不齐,病症
4546,副鼻窦炎,病症
4547,左侧大脑中动脉M1段局部管腔狭窄,病症
4548,左髋退变,病症
4549,左侧甲状腺结节（乳头状癌可能）,病症
4550,左眼白内障晶体置换术后,病症
4551,轻度慢性浅表性胃炎,病症
4552,血吸虫性肝病,病症
4553,高血压3级 高危组,病症
4554,短暂性脑缺血发作（椎基底动脉系统）,病症
4555,左侧大脑中动脉狭窄,病症
4556,左肺不张,病症
4557,左脚踝骨折固定术后,病症
4558,肝内胆管结石,病症
4559,肠息肉,病症
4560,1型呼吸衰竭,病症
4561,双侧胸腔积液,病症
4562,低血钾症,病症
4563,胰腺囊腺瘤切除术后,病症
4564,左上肺腺癌,病症
4565,急性扁桃体炎,病症
4566,枕部皮下软组织肿胀,病症
4567,双侧甲状腺囊性结节,病症
4568,脾脏破裂,病症
4569,甲状腺功能亢进症,病症
4570,双侧甲状腺瘤切除术后,病症
4571,两肺下叶局限性肺气肿,病症
4572,脂肪肝,病症
4573,右侧输卵管结扎术后,病症
4574,高血压病 3级 极高危组,病症
4575,腰椎结核手术后,病症
4576,胆囊炎并胆囊壁胆固醇结晶,病症
4577,心脏起搏器植入术后,病症
4578,高血压（1级）,病症
4579,右侧肾上腺髓脂瘤,病症
4580,颈动脉轻度狭窄,病症
4581,右肺微小结节,病症
4582,亚临床型甲减,病症
4583,甲状腺功能减退,病症
4584,右侧肾上腺增粗,病症
4585,CKDⅢ期,病症
4586,阑尾炎术后,病症
4587,双下肢动脉粥样硬化,病症
4588,肝脏钙化灶,病症
4589,右眼结膜炎,病症
4590,盆腔包块,病症
4591,白内障,病症
4592,心脏射频消融术后,病症
4593,右眼白内障术后,病症
4594,高血压病1级（很高危）,病症
4595,贫血（轻度）,病症
4596,左乳结节,病症
4597,骨质疏松症（重度）,病症
4598,左下肢脉管炎伴感染,病症
4599,右眼视网膜脱落,病症
4600,锁骨下动脉粥样硬化斑块,病症
4601,原发性甲状腺功能减退症,病症
4602,左下肢静脉血栓介入术后,病症
4603,腰椎退变伴L5/S1椎间盘突出,病症
4604,右侧全髋关节置换术后,病症
4605,急性肾损伤（KDIGO分级1级）,病症
4606,椎体终板炎（C6-7）,病症
4607,高血压病2级（极高危组）,病症
4608,肝功能损害（脂肪肝早期）,病症
4609,高血压3级（很高危组）,病症
4610,乳腺肿瘤,病症
4611,右侧甲状腺结节,病症
4612,鞍区占位,病症
4613,右输尿管肿瘤根治术后,病症
4614,糖尿病肾病,病症
4615,未分化结缔组织病待排,病症
4616,糖尿病视网膜病变Ⅲ期,病症
4617,两侧额顶叶及双侧脑室前后脚慢性缺氧改变,病症
4618,冠状动脉壁钙化,病症
4619,肾结石体外碎石术后,病症
4620,左侧乳腺包块摘除术后,病症
4621,肝占位：HCC？,病症
4622,右臀部炎性肌纤维母细胞肿瘤,病症
4623,高胆固醇血症,病症
4624,轻度肺动脉高压症,病症
4625,糖尿病视网膜病变 2期,病症
4626,右侧基底节及放射冠区脑梗死,病症
4627,左侧腹股沟直疝,病症
4628,冠状动脉旁路移植术+自体血管重建术后,病症
4629,扩张性心肌病,病症
4630,频发性室性期前收缩,病症
4631,胃部分腺上皮低度上皮内瘤变（中度异型增生）,病症
4632,高钙血症,病症
4633,左侧额叶血肿,病症
4634,甲状腺多发结节,病症
4635,双肾轻度积水,病症
4636,T2水平气管右后方憩室,病症
4637,肥胖症,病症
4638,左肺右叶小结节,病症
4639,垂体生长激素瘤术后,病症
4640,颈椎骨质增生,病症
4641,房间隔膨出瘤,病症
4642,慢性非萎缩性胃炎伴糜烂,病症
4643,听力下降,病症
4644,前列腺体积增大,病症
4645,冠心病  陈旧性心肌梗死,病症
4646,左侧肩周炎,病症
4647,左肾错构瘤,病症
4648,左侧颈动脉斑块形成,病症
4649,胆汁反流性胃炎,病症
4650,胃底部结节,病症
4651,肺结核,病症
4652,右肾积水,病症
4653,高血压病1级（高危组）,病症
4654,右侧肾上腺结合部增粗,病症
4655,左肺小结节,病症
4656,心功能II级,病症
4657,咳嗽变异性哮喘,病症
4658,左侧睾丸低回声结节,病症
4659,垂体微腺瘤可能,病症
4660,右锁骨下动脉粥样硬化症,病症
4661,经尿道左侧输尿管开口囊肿电切术后,病症
4662,不完全右束支阻滞,病症
4663,强直性脊柱炎,病症
4664,左心功能不全,病症
4665,桥本氏甲状腺炎,病症
4666,双侧颈动脉斑块形成；,病症
4667,双侧骶髂关节炎,病症
4668,泌尿系结石,病症
4669,慢性乙型肝炎,病症
4670,食管静脉曲张内镜下治疗后,病症
4671,干眼症,病症
4672,肺源性心脏病,病症
4673,慢性非活动性肠炎,病症
4674,萎缩性胃炎 贲门炎,病症
4675,直肠息肉，息肉摘除术后,病症
4676,肝炎后肝硬化（代偿期）,病症
4677,糖尿病性周围神经病变,病症
4678,右肺上叶陈旧性病灶,病症
4679,糖尿病性视网膜病变II期,病症
4680,右耳低频感音神经性听力下降,病症
4681,中期妊娠孕26周,病症
4682,右下肢动脉粥样硬化斑块闭塞症,病症
4683,胰腺轻度萎缩,病症
4684,糖尿病肾病（CKDI期）,病症
4685,胆囊小结石,病症
4686,肝小囊肿,病症
4687,白癜风,病症
4688,腰椎退变伴L3-S1椎间盘膨出,病症
4689,高血压1级（高危组）,病症
4690,椎管占位,病症
4691,C4/5右侧神经根鞘囊肿,病症
4692,冠状动脉硬化症,病症
4693,高血压病2级（很高危组）；,病症
4694,胃癌根治术后,病症
4695,左输尿管双J管置入术后,病症
4696,双侧卵巢巧克力囊肿,病症
4697,慢性糜烂性胃炎,病症
4698,腹腔淋巴结肿大,病症
4699,频发性室性早搏,病症
4700,浅表-萎缩性胃炎,病症
4701,垂体前叶（部分）功能减退 待排,病症
4702,自身免疫性肝炎,病症
4703,小儿麻痹症,病症
4704,心功能Ⅱ级,病症
4705,糖尿病肾病（V期）,病症
4706,失眠症,病症
4707,单纯性皮炎,病症
4708,牙周炎,病症
4709,胃转流 胆囊切除术后,病症
4710,腰椎压缩性骨折（陈旧性）,病症
4711,左侧输尿管狭窄,病症
4712,胆管结石,病症
4713,左侧甲状腺结节术后,病症
4714,2型糖尿病性视网膜病变,病症
4715,C6-7椎体轻度终板炎,病症
4716,前列腺增生术后,病症
4717,腰椎退行性变伴轻度滑脱,病症
4718,十二指肠球降交界处溃疡（A2期）,病症
4719,低T3综合症,病症
4720,冠心病 陈旧性前壁心肌梗死,病症
4721,颈动脉粥样斑块硬化症,病症
4722,前列腺结石,病症
4723,双侧白内障,病症
4724,疝气,病症
4725,颈部蜂窝组织炎,病症
4726,糖尿病外周神经病变,病症
4727,亚临床甲减（桥本氏甲状腺炎可能）,病症
4728,椎间盘膨出,病症
4729,右乳纤维腺瘤剥除术后,病症
4730,萎缩性胃炎伴胆汁反流,病症
4731,部分性垂体前叶功能减退（垂体-肾上腺轴）,病症
4732,带状疱疹后遗症,病症
4733,右肾下极囊肿,病症
4734,VitD缺乏症,病症
4735,胆囊炎并胆囊内充满型结石,病症
4736,反流性食管炎（C级）,病症
4737,左侧乳腺内瘤样增生结节可能,病症
4738,右膝关节积液,病症
4739,间充质干细胞移植术后,病症
4740,神经性耳鸣,病症
4741,巨输尿管,病症
4742,左侧前列腺占位,病症
4743,子宫全切术后,病症
4744,脑动脉供血不足,病症
4745,慢性淋巴细胞增殖性疾病,病症
4746,右肺中叶胸膜下结节,病症
4747,肺部小结节,病症
4748,右颈动脉粥样硬化症,病症
4749,前列腺小囊肿,病症
4750,鼻咽癌放化疗术后,病症
4751,胰头占位,病症
4752,双侧骶髂关节退变,病症
4753,小细胞低色素性贫血,病症
4754,心绞痛,病症
4755,右侧顶部皮下脂肪瘤,病症
4756,颈椎退变C5-7椎间盘突出,病症
4757,管状腺瘤伴低度上皮内瘤变,病症
4758,胆囊炎并胆固醇壁胆固醇结晶,病症
4759,蛋白尿,病症
4760,椎基底动脉供血不足,病症
4761,腰背部皮下脂肪瘤,病症
4762,肝左叶点状钙化,病症
4763,室性早搏（部分呈RonT现象）,病症
4764,高血压病,病症
4765,糖尿病神经病变,病症
4766,支气管炎,病症
4767,肘管综合征术后,病症
4768,双眼屈光不正,病症
4769,胰腺占位,病症
4770,糖尿病视网膜病变术后,病症
4771,右侧臀部脓肿引流术后,病症
4772,双侧乳腺成形术,病症
4773,左下肢动脉闭塞支架植入术后,病症
4774,子宫肌层内多发斑点,病症
4775,左足皮肤感染,病症
4776,特发性震颤,病症
4777,胃体增生性息肉,病症
4778,冠心病  不稳定性心绞痛,病症
4779,游离盲肠固定术后,病症
4780,全子宫切除术后,病症
4781,鼻中隔偏曲,病症
4782,L3、L4椎体局部融合,病症
4783,右侧卵巢囊肿切除术后,病症
4784,耳鸣,病症
4785,高血压3级（高危组）,病症
4786,急性化脓性扁桃体炎,病症
4787,右肺下叶局限性肺气肿,病症
4788,左肺上叶肺大疱,病症
4789,桥本氏病,病症
4790,双侧扁桃体炎,病症
4791,双膝骨性关节炎,病症
4792,贲门下息肉（已夹除）,病症
4793,接触性皮炎,病症
4794,双侧上颌窦及右侧筛窦炎症,病症
4795,多发性结肠息肉摘除术后,病症
4796,两上肺局限性肺气肿,病症
4797,玫瑰座疮（毛囊虫感染）,病症
4798,慢性肝损害,病症
4799,右上肺局限性肺不张可能,病症
4800,轻度慢性非萎缩性胃炎伴肠上皮化生,病症
4801,前列腺癌伴骨转移,病症
4802,慢性支气管炎急性发作,病症
4803,胰头混合性占位,病症
4804,风湿性关节炎,病症
4805,L4-S1腰椎间盘突出,病症
4806,慢性粒细胞性白血病,病症
4807,主动脉壁钙化,病症
4808,尿路感染,病症
4809,颌面部多发软组织伤,病症
4810,左侧中耳炎,病症
4811,直肠脱垂,病症
4812,左侧肾上腺结合部稍增粗,病症
4813,亚急性甲状腺炎,病症
4814,先天性脊柱侧弯,病症
4815,双侧乳腺小叶增生伴结节,病症
4816,高血压病1级（极高危）,病症
4817,妊娠期阴道炎,病症
4818,阻塞性睡眠呼吸暂停综合征,病症
4819,药物性低血糖,病症
4820,肾癌术后,病症
4821,双下肢动脉狭窄,病症
4822,主动脉粥样硬化症,病症
4823,高血压病（3级 很高危）,病症
4824,胸椎骨折术后,病症
4825,右肾切除术后,病症
4826,左肺尖小结节,病症
4827,胃体黏膜下隆起,病症
4828,肾结石,病症
4829,轻度肾性贫血,病症
4830,慢性肾脏功能不全3期,病症
4831,右上肺占位,病症
4832,上颌窦、蝶窦炎,病症
4833,左眼糖尿病视网膜病变,病症
4834,右中肺浅淡小结节,病症
4835,冠脉轻中度狭窄,病症
4836,冠状动脉粥样硬化性心脏病（1）陈旧性下壁心肌梗死（2）支架置入术后,病症
4837,右侧乳腺癌,病症
4838,双侧颈动脉粥样硬化伴闭塞,病症
4839,结肠多发息肉内镜下摘除术后,病症
4840,尿路结石,病症
4841,子宫粘膜下肌瘤,病症
4842,肠腔内低密度影,病症
4843,左肾微小囊肿可能,病症
4844,右侧眼肌痉挛,病症
4845,慢性浅表性非萎缩性胃炎,病症
4846,高血压2级 高危组,病症
4847,高血压病3级、极高危组,病症
4848,慢性肾功能不全（CKD2期）,病症
4849,右肺下叶钙化灶,病症
4850,心房颤动,病症
4851,盆腔炎,病症
4852,回盲部粪石梗阻,病症
4853,肝右叶囊肿,病症
4854,腹腔镜下双侧输卵管切除术后,病症
4855,膝关节退行性病变,病症
4856,双侧鼻息肉,病症
4857,食管多发静脉瘤,病症
4858,前列腺占位,病症
4859,房颤,病症
4860,糖尿病视网膜病变Ⅳ期,病症
4861,25-羟维生素D缺乏症,病症
4862,右肺上叶支气管扩张伴感染,病症
4863,颈椎椎管减压术后,病症
4864,糖尿病视网膜1期病变,病症
4865,椎体横突骨折,病症
4866,升结肠憩室,病症
4867,糖尿病性神经病变,病症
4868,L4/5椎间盘轻度突出,病症
4869,肝占位,病症
4870,前列腺增生伴异常信号,病症
4871,宫颈癌,病症
4872,左肺肺气肿,病症
4873,L4轻度前滑脱,病症
4874,复合型溃疡,病症
4875,会厌舌面囊肿,病症
4876,慢性肾脏病4期,病症
4877,青光眼术后,病症
4878,腭裂,病症
4879,肺动脉高压（轻度）,病症
4880,甲状腺功能亢进症Ⅰ131术后,病症
4881,上颌窦及筛窦炎症,病症
4882,门静脉高压性胃病,病症
4883,甲状腺左叶切除术后,病症
4884,结肠黑变病,病症
4885,视神经炎,病症
4886,胆汁反流行胃炎,病症
4887,肾上腺占位,病症
4888,特发性水肿,病症
4889,右上肺钙化点,病症
4890,低促性腺激素性腺功能减退症,病症
4891,胆囊结石伴慢性胆囊炎,病症
4892,右侧腹股沟斜疝术后,病症
4893,心功能IV级（NYHA分级）,病症
4894,左侧颞极蛛网膜囊肿,病症
4895,左肘关节外伤后遗症,病症
4896,静脉曲张（双下肢）,病症
4897,结肠代膀胱术后,病症
4898,急性阴道炎,病症
4899,糖尿病视网膜病变（Ⅱ期）,病症
4900,腰椎间盘变性伴轻度突出,病症
4901,直肠粘膜组织慢性炎症,病症
4902,右肺上叶胸膜下多发微小结节,病症
4903,双侧肩关节退变,病症
4904,动脉粥样硬化闭塞症,病症
4905,右踝跟骨骨质增生,病症
4906,右肺上叶塌陷,病症
4907,右侧臀部结节,病症
4908,左乳腺占位,病症
4909,桥脑上方层面偏左侧结节状异常信号,病症
4910,L4/5、L5/S1椎间盘轻度膨出,病症
4911,腰椎间盘突出伴椎管狭窄,病症
4912,完全性左束支传导阻滞,病症
4913,右侧附件包块,病症
4914,吻合口炎,病症
4915,冠状动脉粥样硬化性心脏病PCI术后,病症
4916,冠状动脉粥样硬化性心脏病支架植入术后,病症
4917,C6/C7椎间盘突出,病症
4918,心律失常：室性早搏、房性早搏,病症
4919,右下肺占位,病症
4920,腰椎间盘变性、轻度突出,病症
4921,高血压病1级 （高危）,病症
4922,胆囊炎并胆囊结石,病症
4923,垂体生长激素瘤,病症
4924,亚临床甲状腺功能亢进,病症
4925,乳腺纤维瘤切除术后,病症
4926,脑梗塞后遗症,病症
4927,腹腔镜胃转流术后状态,病症
4928,CAG+PCI术后,病症
4929,中度非萎缩性胃炎,病症
4930,痴呆,病症
4931,乙状结肠癌内镜下切除术后,病症
4932,右下肺癌,病症
4933,十二指肠淋巴管扩张,病症
4934,胰腺部分切除术后,病症
4935,胸膜间质性改变伴炎症,病症
4936,直肠神经内分泌肿瘤切除术后,病症
4937,完全性中枢性尿崩症,病症
4938,纵膈多发淋巴结肿大,病症
4939,缺铁性贫血（中度）,病症
4940,糖尿病肾病5期,病症
4941,掌跖脓疱病,病症
4942,室间隔膜部瘤,病症
4943,骶椎退变,病症
4944,心功能Ⅲ级（NYHA分级）,病症
4945,颈椎轻度退变,病症
4946,高血压性视网膜病变,病症
4947,左侧甲状腺背侧部实质性占位,病症
4948,两上肺多发小结节,病症
4949,高血压病3级（极高危组）。,病症
4950,大腿肌间脓肿,病症
4951,二尖瓣脱垂伴关闭不全,病症
4952,室性早搏、房性早搏,病症
4953,左侧胸腔少量积液,病症
4954,高血压病II级（极高危）,病症
4955,双肺上叶局限性肺气肿,病症
4956,慢性肾脏病（Ⅱ期）,病症
4957,左侧眼眶内侧壁凹陷伴左侧眼眶内脂肪疝出,病症
4958,糖尿病足（右）,病症
4959,糖尿病胃轻瘫,病症
4960,右侧输尿管囊肿,病症
4961,轻度慢性非萎缩性胃炎,病症
4962,肺炎,病症
4963,左输尿管上段结石伴扩张,病症
4964,右肾占位,病症
4965,子宫肌腺症,病症
4966,双侧大脑后动脉P1段局部管腔狭窄,病症
4967,右肾结节,病症
4968,肝内占位,病症
4969,左侧髂总动脉狭窄,病症
4970,包皮环切术后,病症
4971,右侧基底节区腔隙性脑梗死,病症
4972,L2/3及L4-S1椎间盘轻度突出,病症
4973,多发胆囊息肉,病症
4974,颈动脉粥样硬化闭塞症,病症
4975,腰椎骨折,病症
4976,室性早搏消融术后,病症
4977,血清25羟维生素D缺乏症,病症
4978,左侧肾上腺占位,病症
4979,左侧放射冠腔隙性脑梗死,病症
4980,冠心病、冠状动脉支架置入术,病症
4981,右下肢脂肪瘤切除术后,病症
4982,前列腺增生切除术后,病症
4983,心力衰竭,病症
4984,右侧颈动脉粥样硬化症,病症
4985,全脊柱退变,病症
4986,一度房室传导阻滞,病症
4987,胃底腺息肉,病症
4988,空炮蝶鞍,病症
4989,肛周脓肿术后,病症
4990,高血压病3期（极高危组）,病症
4991,结肠息肉钳除术后（管状腺瘤伴低度上皮内瘤变）,病症
4992,右肺结节,病症
4993,肾功能衰竭（CKD5期）,病症
4994,慢性肾脏疾病IV期,病症
4995,左下肢皮肤感染,病症
4996,乳腺癌术后,病症
4997,左足第5足趾切除术后,病症
4998,胸腰椎间盘突出伴腰椎管狭窄,病症
4999,心律失常室性早搏 房性早搏,病症
5000,左侧肋骨多发性陈旧性骨折,病症
5001,腰椎间盘突出。,病症
5002,盆腔积液,病症
5003,胆结石,病症
5004,右足第4、5足趾切除术后,病症
5005,高血压病I级（中危组）,病症
5006,右下肺结节,病症
5007,升结肠中分化腺癌pT3N0M0IIA期,病症
5008,慢性活动性肠炎伴粘膜腺体增生。,病症
5009,糖尿病视网膜病变（1期）,病症
5010,双视神经萎缩,病症
5011,胰腺脂肪变,病症
5012,短阵房速,病症
5013,左下肢动脉闭塞症,病症
5014,左侧肾脏钙化灶,病症
5015,慢性肾盂肾炎,病症
5016,糖尿病肾病IV期,病症
5017,右上肺小钙化灶,病症
5018,低T3综合征,病症
5019,壶腹癌术后,病症
5020,右上颌窦囊肿,病症
5021,右下肢皮肤溃疡,病症
5022,视神经脊髓炎,病症
5023,高血压病 3级 很高危,病症
5024,鼻咽癌放疗术后,病症
5025,右心房占位,病症
5026,声带白斑切除术后,病症
5027,膀胱造瘘术后,病症
5028,急性脑梗死（右侧颈内动脉系统）,病症
5029,右束支阻滞,病症
5030,前列腺增生伴钙化灶,病症
5031,右侧乳癌术后,病症
5032,左眼赘生物切除术后,病症
5033,右侧附睾囊肿,病症
5034,左侧肾上腺内侧支结节样增粗,病症
5035,颈椎退行性病变,病症
5036,胃体息肉,病症
5037,糜烂性胃炎,病症
5038,右眼失明，青光眼术后,病症
5039,右腿胫骨粉碎性骨折内固定术后,病症
5040,两肺少量索条,病症
5041,右肾萎缩,病症
5042,冠状动脉造影+临时起搏+PTCA术后,病症
5043,肋骨陈旧性骨折,病症
5044,急性胰腺炎,病症
5045,胆总管结石,病症
5046,C3-7椎间盘突出,病症
5047,右肺上叶、两肺下叶炎,病症
5048,高血压病2级（高危组）,病症
5049,左肾囊肿伴囊壁钙化,病症
5050,慢性萎缩性胆囊炎,病症
5051,冠脉内支架植入术后,病症
5052,高促性腺激素型性腺功能减退症,病症
5053,双侧白内障术后,病症
5054,左侧肾上腺结合部轻度结节样增粗,病症
5055,附睾炎,病症
5056,中度慢性非萎缩性胃炎伴轻度急性活动,病症
5057,颈动脉粥样硬化病,病症
5058,孕13周,病症
5059,幽门螺旋杆菌感染,病症
5060,陈旧性骨折,病症
5061,右肺下叶轻度支气管扩张,病症
5062,陈旧性下壁心肌梗死,病症
5063,马拉色菌毛囊炎,病症
5064,右侧椎动脉纤细,病症
5065,双颈动脉粥样硬化症,病症
5066,慢性肾功能不全（CKD4期）,病症
5067,右侧颈内动脉闭塞,病症
5068,卵圆孔未闭？,病症
5069,肝囊肿（多发）,病症
5070,冠心病 稳定性心绞痛,病症
5071,腰椎滑脱,病症
5072,心脏起搏器术后,病症
5073,肺动脉高压,病症
5074,右侧肾结石,病症
5075,左肺上叶肺气肿,病症
5076,右髋关节置换术后,病症
5077,小肠炎,病症
5078,左上肺结节,病症
5079,过敏性鼻炎,病症
5080,药物流产术后,病症
5081,高血压病   1级  极高危,病症
5082,高血压 3级（极高危）,病症
5083,2型糖尿病,病症
5084,骨含量减少,病症
5085,肝脏肿瘤,病症
5086,颈椎病伴椎间盘变性,病症
5087,锁骨下动脉粥样硬化症,病症
5088,高血压病3级（高危组）,病症
5089,结肠毛细血管扩张,病症
5090,右肾结石伴肾盏积水,病症
5091,剖宫产后,病症
5092,轻度肺动脉高压,病症
5093,陈旧性腔隙性脑梗塞,病症
5094,肺结节,病症
5095,乳腺结节伴小叶增生,病症
5096,前列腺增大,病症
5097,冠心病 不稳定心绞痛,病症
5098,右前臂皮下脂肪瘤,病症
5099,椎管狭窄,病症
5100,返流性食管炎,病症
5101,左肾静脉扩张,病症
5102,原发性肝癌介入灌注及栓塞术后,病症
5103,偏头痛,病症
5104,鼻中隔左偏,病症
5105,左侧股浅动脉狭窄,病症
5106,外耳软骨膜炎,病症
5107,下壁心肌梗塞,病症
5108,子宫纵隔,病症
5109,尿潴留,病症
5110,两肺胸膜下多发结节,病症
5111,左侧颞顶叶急性期腔隙性脑梗死,病症
5112,右肋骨陈旧性骨折,病症
5113,右侧多发陈旧性肋骨骨折,病症
5114,双侧肾上腺内侧支结节,病症
5115,右侧肢体偏瘫,病症
5116,右膝骨关节炎,病症
5117,右眼白内障,病症
5118,高血压（1级、极高危））,病症
5119,鼻息肉,病症
5120,子宫腺肌症,病症
5121,子宫下段剖宫产术后,病症
5122,冠心病 冠脉搭桥术后,病症
5123,胰头占位待查,病症
5124,肾囊肿,病症
5125,II度窦房传导阻滞（长R-R间期）,病症
5126,乳酸酸中毒,病症
5127,腰椎椎间盘突出,病症
5128,右肾实质性占位（肾错构瘤可能）,病症
5129,异体脐带血间充质干细胞移植术后,病症
5130,冠心病,病症
5131,甲状腺结节伴钙化,病症
5132,双侧泌尿系结石,病症
5133,左侧卵巢囊肿剥除术后,病症
5134,甲状腺腺瘤术后,病症
5135,脾切除术后,病症
5136,两侧额顶叶深部及双侧脑室前后角旁慢性缺氧性改变（Fezakas Ⅰ级）,病症
5137,降结肠癌根治术后,病症
5138,原发性甲状腺功能亢进症,病症
